,Indnum,Group,Activity,Units,Consumption,Quality_of_Life_Importance__1_10,solar_powered__water_heater,gas_water_heater,electric_water_heater___peak_hou,electric_water_heater___off_peak,gas,natural_gas,hybrid,electric___peak_hours,electric___off_peak_hours,jetfuel
1654,62,2,wash-up,count,33.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1655,62,3,use of dishwasher,count,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1656,62,3,use of clothes washer,count,4.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1657,62,3,use of clothes dryer,count,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1658,62,3,use of cooking range,count,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1659,62,3,use of  oven,count,8.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1660,62,3,use of self-clean feature of electric oven,count,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1661,62,3,Small kitchen appliance in the home,count,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1662,62,4,TV/computer use,count,59.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1663,62,5,air travel - large plane,miles,2507.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1664,62,5,air travel - small  plane (<50 seats),miles,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1665,62,5,car trips- self only,miles,400.0,56.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1666,62,5,car trips - driver and self,miles,39.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1667,62,5,car trips - 2+ people with multiple end points,miles,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1668,62,5,trips using public ground transportation,bags,17.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1669,62,6,bags of garbage disposed,bags,27.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1670,62,6,bags of recycling deposited (negative CF),bags,7.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1671,62,6,bags of compost deposited (negative CF),bags,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1672,62,6,hazardous or electric items disposed,bags,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1673,62,6,large items disposed,items,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1674,63,1,Household heating => 70F,hours,4.0,78.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1675,63,1,Household heating < 70F,hours,10.0,60.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1676,63,1,Use of heat pump,hours,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1677,63,1,Use of air conditioner,hours,32.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1678,63,2,shower - short,count,3.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1679,63,2,shower - long (> 3 min),count,40.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1680,63,2,bath,count,0.0,21.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1681,63,2,wash-up,count,36.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1682,63,3,use of dishwasher,count,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1683,63,3,use of clothes washer,count,7.0,39.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1684,63,3,use of clothes dryer,count,2.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1685,63,3,use of cooking range,count,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1686,63,3,use of  oven,count,9.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1687,63,3,use of self-clean feature of electric oven,count,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1688,63,3,Small kitchen appliance in the home,count,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1689,63,4,TV/computer use,count,62.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1690,63,5,air travel - large plane,miles,2570.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1691,63,5,air travel - small  plane (<50 seats),miles,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1692,63,5,car trips- self only,miles,316.0,46.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1693,63,5,car trips - driver and self,miles,31.0,31.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1694,63,5,car trips - 2+ people with multiple end points,miles,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1695,63,5,trips using public ground transportation,bags,12.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1696,63,6,bags of garbage disposed,bags,28.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1697,63,6,bags of recycling deposited (negative CF),bags,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1698,63,6,bags of compost deposited (negative CF),bags,7.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1699,63,6,hazardous or electric items disposed,bags,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700,63,6,large items disposed,items,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1701,64,1,Household heating => 70F,count,3.0,67.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1702,64,1,Household heating < 70F,count,8.0,84.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1703,64,1,Use of heat pump,count,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704,64,1,Use of air conditioner,count,16.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1705,64,2,shower - short,count,4.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1706,64,2,shower - long (> 3 min),count,20.0,86.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1707,64,2,bath,count,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1708,64,2,wash-up,count,33.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1709,64,3,use of dishwasher,count,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710,64,3,use of clothes washer,count,4.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1711,64,3,use of clothes dryer,count,1.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1712,64,3,use of cooking range,count,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1713,64,3,use of  oven,count,10.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1714,64,3,use of self-clean feature of electric oven,count,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1715,64,3,Small kitchen appliance in the home,count,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1716,64,4,TV/computer use,count,63.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1717,64,5,air travel - large plane,miles,2236.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1718,64,5,air travel - small  plane (<50 seats),miles,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719,64,5,car trips- self only,miles,352.0,61.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1720,64,5,car trips - driver and self,miles,29.0,38.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1721,64,5,car trips - 2+ people with multiple end points,miles,25.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1722,64,5,trips using public ground transportation,bags,19.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1723,64,6,bags of garbage disposed,bags,21.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1724,64,6,bags of recycling deposited (negative CF),bags,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1725,64,6,bags of compost deposited (negative CF),bags,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1726,64,6,hazardous or electric items disposed,bags,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1727,64,6,large items disposed,items,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1728,65,1,Household heating => 70F,hours,10.0,75.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1729,65,1,Household heating < 70F,hours,3.0,85.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1730,65,1,Use of heat pump,hours,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1731,65,1,Use of air conditioner,hours,26.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1732,65,2,shower - short,count,8.0,98.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1733,65,2,shower - long (> 3 min),count,23.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1734,65,2,bath,count,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1735,65,2,wash-up,count,54.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1736,65,3,use of dishwasher,count,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737,65,3,use of clothes washer,count,2.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1738,65,3,use of clothes dryer,count,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1739,65,3,use of cooking range,count,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1740,65,3,use of  oven,count,9.0,41.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1741,65,3,use of self-clean feature of electric oven,count,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1742,65,3,Small kitchen appliance in the home,count,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1743,65,4,TV/computer use,count,63.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1744,65,5,air travel - large plane,miles,3722.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1745,65,5,air travel - small  plane (<50 seats),miles,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1746,65,5,car trips- self only,miles,392.0,45.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1747,65,5,car trips - driver and self,miles,11.0,38.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1748,65,5,car trips - 2+ people with multiple end points,miles,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1749,65,5,trips using public ground transportation,bags,15.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750,65,6,bags of garbage disposed,bags,21.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1751,65,6,bags of recycling deposited (negative CF),bags,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1752,65,6,bags of compost deposited (negative CF),bags,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1753,65,6,hazardous or electric items disposed,bags,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1754,65,6,large items disposed,items,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1755,66,1,Household heating => 70F,count,4.0,79.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1756,66,1,Household heating < 70F,count,10.0,67.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1757,66,1,Use of heat pump,count,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758,66,1,Use of air conditioner,count,19.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1759,66,2,shower - short,count,8.0,82.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1760,66,2,shower - long (> 3 min),count,19.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1761,66,2,bath,count,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1762,66,2,wash-up,count,39.0,27.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1763,66,3,use of dishwasher,count,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1764,66,3,use of clothes washer,count,2.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1765,66,3,use of clothes dryer,count,4.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1766,66,3,use of cooking range,count,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1767,66,3,use of  oven,count,8.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1768,66,3,use of self-clean feature of electric oven,count,4.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1769,66,3,Small kitchen appliance in the home,count,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770,66,4,TV/computer use,count,59.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1771,66,5,air travel - large plane,miles,3901.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1772,66,5,air travel - small  plane (<50 seats),miles,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1773,66,5,car trips- self only,miles,454.0,61.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1774,66,5,car trips - driver and self,miles,30.0,21.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1775,66,5,car trips - 2+ people with multiple end points,miles,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1776,66,5,trips using public ground transportation,bags,18.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1777,66,6,bags of garbage disposed,bags,25.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778,66,6,bags of recycling deposited (negative CF),bags,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1779,66,6,bags of compost deposited (negative CF),bags,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1780,66,6,hazardous or electric items disposed,bags,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1781,66,6,large items disposed,items,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1782,67,1,Household heating => 70F,hours,9.0,89.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1783,67,1,Household heating < 70F,hours,8.0,76.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1784,67,1,Use of heat pump,hours,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1785,67,1,Use of air conditioner,hours,31.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1786,67,2,shower - short,count,5.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1787,67,2,shower - long (> 3 min),count,24.0,74.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1788,67,2,bath,count,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1789,67,2,wash-up,count,49.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1790,67,3,use of dishwasher,count,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1791,67,3,use of clothes washer,count,5.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1792,67,3,use of clothes dryer,count,3.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1793,67,3,use of cooking range,count,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1794,67,3,use of  oven,count,10.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1795,67,3,use of self-clean feature of electric oven,count,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1796,67,3,Small kitchen appliance in the home,count,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1797,67,4,TV/computer use,count,62.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1798,67,5,air travel - large plane,miles,2894.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1799,67,5,air travel - small  plane (<50 seats),miles,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800,67,5,car trips- self only,miles,434.0,59.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1801,67,5,car trips - driver and self,miles,35.0,28.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1802,67,5,car trips - 2+ people with multiple end points,miles,26.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1803,67,5,trips using public ground transportation,bags,17.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1804,67,6,bags of garbage disposed,bags,27.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1805,67,6,bags of recycling deposited (negative CF),bags,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1806,67,6,bags of compost deposited (negative CF),bags,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1807,67,6,hazardous or electric items disposed,bags,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1808,67,6,large items disposed,items,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1809,68,1,Household heating => 70F,count,7.0,86.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1810,68,1,Household heating < 70F,count,6.0,78.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1811,68,1,Use of heat pump,count,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1812,68,1,Use of air conditioner,count,28.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1813,68,2,shower - short,count,6.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1814,68,2,shower - long (> 3 min),count,33.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1815,68,2,bath,count,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1816,68,2,wash-up,count,49.0,32.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1817,68,3,use of dishwasher,count,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1818,68,3,use of clothes washer,count,6.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1819,68,3,use of clothes dryer,count,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1820,68,3,use of cooking range,count,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1821,68,3,use of  oven,count,10.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1822,68,3,use of self-clean feature of electric oven,count,3.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1823,68,3,Small kitchen appliance in the home,count,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1824,68,4,TV/computer use,count,63.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1825,68,5,air travel - large plane,miles,3392.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1826,68,5,air travel - small  plane (<50 seats),miles,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1827,68,5,car trips- self only,miles,381.0,50.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1828,68,5,car trips - driver and self,miles,26.0,24.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1829,68,5,car trips - 2+ people with multiple end points,miles,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1830,68,5,trips using public ground transportation,bags,13.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1831,68,6,bags of garbage disposed,bags,25.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1832,68,6,bags of recycling deposited (negative CF),bags,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1833,68,6,bags of compost deposited (negative CF),bags,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1834,68,6,hazardous or electric items disposed,bags,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1835,68,6,large items disposed,items,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1836,69,1,Household heating => 70F,hours,2.0,93.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1837,69,1,Household heating < 70F,hours,4.0,71.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1838,69,1,Use of heat pump,hours,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1839,69,1,Use of air conditioner,hours,16.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1840,69,2,shower - short,count,7.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1841,69,2,shower - long (> 3 min),count,15.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1842,69,2,bath,count,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1843,69,2,wash-up,count,39.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1844,69,3,use of dishwasher,count,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1845,69,3,use of clothes washer,count,6.0,40.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1846,69,3,use of clothes dryer,count,3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1847,69,3,use of cooking range,count,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1848,69,3,use of  oven,count,10.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1849,69,3,use of self-clean feature of electric oven,count,1.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1850,69,3,Small kitchen appliance in the home,count,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1851,69,4,TV/computer use,count,60.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1852,69,5,air travel - large plane,miles,2908.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1853,69,5,air travel - small  plane (<50 seats),miles,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1854,69,5,car trips- self only,miles,352.0,46.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1855,69,5,car trips - driver and self,miles,31.0,23.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1856,69,5,car trips - 2+ people with multiple end points,miles,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1857,69,5,trips using public ground transportation,bags,16.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1858,69,6,bags of garbage disposed,bags,23.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1859,69,6,bags of recycling deposited (negative CF),bags,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1860,69,6,bags of compost deposited (negative CF),bags,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
